Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
September 2014,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,46,,59,,
September 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2014,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,11,,108,,
September 2014,Kukparigu CHPS,,,8,,,,,,,,,,,,,,2,,1,,,,,2,,,,
September 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,31,,47,,
September 2014,Bazua Clinic,9,0,88,,,,,,,,,,1,,,,,,,,,,,76,,195,,
October 2014,Bansi CHPS,,,18,,,,,,,,,,,,,,,,,,,,,8,,11,,
October 2014,Zawse CHPS,6,0,51,,,,,,,,,,1,1,,,1,,,,,,,25,,60,,
October 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2014,Goore Clinic,12,0,66,,,1,,1,,,,,,2,,,,,,,,,,38,,149,,
October 2014,Binduri Health Centre,27,0,244,,,5,,,,,,,,6,,,10,,,,,,,105,,260,6,
October 2014,Nafkolga CHPS,,,15,,,,,,,,,,,,,,,,,,,,,38,,65,,
October 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2014,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,38,,93,,
October 2014,Kukparigu CHPS,,,13,,,,,,,,,,,1,,,5,,1,,,,,1,,52,,
October 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,18,,73,,
October 2014,Bazua Clinic,6,0,47,,,,,,,,,,,1,,,3,,,,,,,13,,56,5,
November 2014,Bansi CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Zawse CHPS,3,0,44,,,,,,,,,,2,,,,,,,,,,,20,,59,,
November 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Goore Clinic,13,0,54,,,2,,,,1,,,,13,,,,,,,,,,21,,75,,
November 2014,Binduri Health Centre,28,0,212,,,4,,1,,,,,3,9,,,4,,2,,,,,50,,131,,
November 2014,Nafkolga CHPS,,,13,,,,,,,,,,,,,,,,,,,,,19,,32,,
November 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,12,,
November 2014,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,14,,24,,
November 2014,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,8,,,,,3,,53,,
November 2014,Manga CHPS,,,,,,,,,,,,,,2,,,,,,,,,,14,,9,,
November 2014,Bazua Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Bansi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Zawse CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Asugtaaba Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Goore Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Binduri Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Nafkolga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Azum-Sapeliga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Aniisi CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Kukparigu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Manga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Bazua Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
