Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
October 2012,Asikiri CHPS,,,,,,,,,,,1,,,,,,,,,,,,,3,,42,1,
October 2012,Mognori Health Centre,8,0,102,,,,,,,,,,,13,,,,1,,,,,,53,,1,3,
October 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Bawku Presby Hospital,240,1,1185,37,10,,10,,51,,,,9,44,,,5,,2,,,2,,54,,275,,
November 2012,Urban (bawku) Health Centre,16,0,473,,,3,,,,,,,3,,,,20,,31,,,3,,300,,1290,,
November 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
November 2012,Quality (bawku) Medical Centre,18,0,119,2,,,,,,,,,3,8,,,3,,3,,,6,,13,,,,
November 2012,Gentiga CHPS,,,,,,,,,,,,,,,,,,,4,,,,,,,22,19,
November 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Islam Matenity,50,0,332,,,,,,,,,,,43,,,,,,,,,,,,,,
November 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Case Medical Center,,,,,,,,,,,679,47,269,4,,,17,138,47,,,,,340,,255,,
November 2012,Vineyard Health Center,33,0,401,,,4,,,,,,,,513,,6,,,,,2,24,,,,,23,
November 2012,Millennium Laafi Doog,5,0,35,,,,,3,,,,155,27,58,,,21,19,19,,24,3,,79,,134,,
November 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Asikiri CHPS,,,,,,1,,,,,1,,,,,,1,,1,,,,,4,,50,2,
November 2012,Mognori Health Centre,8,0,72,,,,,,,,,,,6,,,1,,2,,,,,46,,92,,
November 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Bawku Presby Hospital,209,1,777,24,40,,,,,,,,,45,,,2,,,,,1,,49,,340,,
December 2012,Urban (bawku) Health Centre,9,0,406,,,1,,,,,,,3,,,,16,,16,,,,,187,,732,3,
December 2012,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Quality (bawku) Medical Centre,21,0,195,,,,,,,,175,,42,151,,,,6,,,,3,,,,,,
December 2012,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,2,,15,,
December 2012,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Islam Matenity,35,0,305,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Case Medical Center,,,,,,,,,,,293,,9,,,,6,116,,,,,,2,,1323,,
December 2012,Vineyard Health Center,43,0,406,,,4,,1,,,,,,768,,,,,,,,15,,143,,,4,
December 2012,Millennium Laafi Doog,16,0,40,,,,,,,,82,,18,46,,,17,19,12,,,3,,61,,103,,
December 2012,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Asikiri CHPS,,,,,,1,,,,,,,,,,,3,,,,,,,7,,44,,
December 2012,Mognori Health Centre,2,0,49,,,,,,,,,,,4,,,,,1,,,,,36,,42,,
December 2012,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Bawku Presby Hospital,200,1,907,45,46,,2,1,,,,,456,515,,,39,,19,,,4,,257,,1092,,
January 2013,Urban (bawku) Health Centre,6,0,306,,,1,,,,,,,5,,,,9,,30,,,,,186,,675,,
January 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Quality (bawku) Medical Centre,15,0,206,,1,,,,,,,74,20,89,,,16,,,,,,,26,,172,,
January 2013,Gentiga CHPS,,,,,,,,,,,,,,,,,,,1,,,,,7,,26,,
January 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Islam Matenity,21,0,415,,,,,,,,,,,38,,,,,,,,,,,,,,
January 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Case Medical Center,,,,,,,,,,,553,212,269,169,,,17,228,47,,,,,295,,255,,
January 2013,Vineyard Health Center,41,0,542,,,1,,,,,,,,,2,,,,,,,13,,,,,,
January 2013,Millennium Laafi Doog,9,0,47,,,,,,,,76,,5,50,,,6,,,,,,,,,78,,
January 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,6,,,,
January 2013,Asikiri CHPS,,,,,,,,,,,,,,,,,1,,,,,,,5,,28,,
January 2013,Mognori Health Centre,6,0,97,,,1,,,,,,,,1,,,,,1,,,,,30,,26,,
January 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Bawku Presby Hospital,169,1,1008,27,49,,1,,2,,,,151,264,,,6,,,,,1,,168,,677,,
February 2013,Urban (bawku) Health Centre,8,0,305,,,2,2,2,1,,,,3,,,,11,,,,,,,24,,758,5,
February 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Quality (bawku) Medical Centre,10,0,69,,,1,,,,,83,,8,175,,,,,,,,2,,,,,,
February 2013,Gentiga CHPS,,,2,,,,,,,,,,1,,,,,,,,,,,2,,42,,
February 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Islam Matenity,21,0,319,,49,,1,,2,,,,,,,,,,,,,,,,,,,
February 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2013,Case Medical Center,,,,,,,,,,,215,372,268,126,,,,56,,,,,,302,,261,,
February 2013,Vineyard Health Center,41,0,774,,,7,,,,,,,,,,3,,,,,,12,,,,,,
February 2013,Millennium Laafi Doog,8,0,40,,,2,,3,,,60,,14,66,,,4,,,,,,,,,78,,
February 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,17,,13,,
February 2013,Asikiri CHPS,,,,,,5,,,,,,,,,,,2,,,,,,,6,,36,,
February 2013,Mognori Health Centre,7,0,102,,,,,,,,,,,11,,,,,,,,,,24,,89,1,
February 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Bawku Presby Hospital,233,2,901,49,43,,16,,,,,,34,163,,,6,,4,,,3,,89,,351,,
March 2013,Urban (bawku) Health Centre,7,0,351,,,3,,2,,5,,,12,,,,6,,24,,,,,119,,765,,
March 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Quality (bawku) Medical Centre,23,0,33,,,,,,,,9,,14,42,,,9,,,,,5,,16,,444,,
March 2013,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,6,,40,28,
March 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Islam Matenity,19,0,227,,,,,,,,,,,19,,,,,,,,,,,,,,
March 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2013,Case Medical Center,,,,,,,,,,,108,33,,,,,4,38,,,,,,204,,677,,
March 2013,Vineyard Health Center,39,0,419,,,8,,,,,,,,18,,,,,,,3,14,,,,,4,
March 2013,Millennium Laafi Doog,7,0,32,,,2,,3,2,,,59,15,63,,,4,,,,,,,,,70,,
March 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,5,,22,,
March 2013,Asikiri CHPS,,,,,,3,,,,1,,,,,,,1,,,,,,,11,,34,1,
March 2013,Mognori Health Centre,15,0,111,,,,,,,,,,,3,,,,,1,,,,,29,,47,,
March 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Bawku Presby Hospital,270,0,1172,55,49,,27,,2,,,,15,128,,,4,,,,,4,,56,,120,,
April 2013,Urban (bawku) Health Centre,6,0,314,,,3,,2,,1,,,,,,,,,,,,,,137,,,,
April 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Quality (bawku) Medical Centre,16,0,217,,,2,,,,,,72,17,214,,,,,,,,5,,,,101,,
April 2013,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,12,,15,,
April 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Islam Matenity,19,0,225,,,,,,,,,,,20,,,,,,,,,,,,,,
April 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2013,Case Medical Center,,,,,,,,,,,91,125,,,,,5,41,,,,,,222,,576,,
April 2013,Vineyard Health Center,43,0,462,,,7,,3,,,,,,9,,10,,,,,2,8,,,,,9,
April 2013,Millennium Laafi Doog,,,,,,,,,,,,16,29,63,,,26,,22,,,3,,,,126,,
April 2013,Urban West Health Centre (Bawku),,,8,,,,,,,,,,,,,,,,,,,,,10,,27,,
April 2013,Asikiri CHPS,,,,,,6,,,,,,,,,,,1,,,,,,,14,,75,1,
April 2013,Mognori Health Centre,15,0,104,,,,,,,,,,,15,,,,,,,,,,51,,96,,
April 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Bawku Presby Hospital,279,0,1100,49,54,,7,,,,,,16,181,,,12,,3,,,6,,118,,412,,
May 2013,Urban (bawku) Health Centre,12,0,363,,,,,,,,,,4,,,,10,,46,,,1,,286,,491,5,
May 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,7,,3,1,
May 2013,Quality (bawku) Medical Centre,23,0,308,1,,2,,,,,32,,5,40,,1,2,,,,1,2,,6,,181,,
May 2013,Gentiga CHPS,,,2,,,2,,2,,3,,,,,,,,,1,,,,,17,,29,,
May 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Islam Matenity,17,0,201,,,,,,,,,,,28,,,,,,,,,,,,,,
May 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2013,Case Medical Center,,,,,,,,,,,61,42,,155,,,,,,,,,,320,,435,,
May 2013,Vineyard Health Center,46,0,520,2,,1,,1,,,,,,20,,6,28,,,,,,,,,,,
May 2013,Millennium Laafi Doog,5,0,37,,,,,10,,,,,,,,,,,,,,,,,,,,
May 2013,Urban West Health Centre (Bawku),,,15,,,,,,,,,,,,,,,,,,,,,31,,20,,
May 2013,Asikiri CHPS,,,,,,3,,,,,,,,,,,2,,,,,,,35,,75,2,
May 2013,Mognori Health Centre,12,0,76,,,,,,,,,3,,3,,,,,,,,,,32,,13,,
May 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Bawku Presby Hospital,204,1,897,36,28,,14,,,,,,14,140,,,6,,4,,,4,,105,,140,,
June 2013,Urban (bawku) Health Centre,5,0,222,,,,,,,,,,1,,,,18,,30,,,1,,168,,513,,
June 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,17,,5,1,
June 2013,Quality (bawku) Medical Centre,18,0,146,,,,,,,,222,,,78,,,,,,,1,,,5,,,,
June 2013,Gentiga CHPS,,,,,,2,,3,2,,,,,,,,,,4,,,,,12,,35,,
June 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Islam Matenity,18,0,250,,,,,,,,,,,39,,,,,,,,,,,,,,
June 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2013,Case Medical Center,,,,,,,,,,,50,16,,140,,,,,,,,,,370,,363,,
June 2013,Vineyard Health Center,44,0,411,4,,1,,,,,,,,9,,5,,,,,3,5,,,,,11,
June 2013,Millennium Laafi Doog,5,0,43,,,1,,12,,,,,,,,,,,,,,,,,,,,
June 2013,Urban West Health Centre (Bawku),,,25,,,,,,,,,,,,,,,,,,,,,16,,32,,
June 2013,Asikiri CHPS,,,,,,2,,,,,,,,,,,,,,,,,,29,,68,1,
June 2013,Mognori Health Centre,7,0,78,,,,,,,,,,,7,,,,,,,,,,60,,22,,
June 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Bawku Presby Hospital,207,1,1105,43,28,,11,,,1,,,10,85,,,5,,,,,8,,200,,122,,
July 2013,Urban (bawku) Health Centre,3,0,334,,,,1,1,,,,,3,,,,18,,50,,,,,246,,503,,
July 2013,Kuka CHPS,,,,,,,,,,1,,,,,,,,,,,,,,4,,5,2,
July 2013,Quality (bawku) Medical Centre,,,,,,,,,,,160,,45,30,,,9,,,,,7,,19,,256,,
July 2013,Gentiga CHPS,,,,,,,,,,,,,,,,,,,3,,,,,31,,54,,
July 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Islam Matenity,26,0,247,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2013,Case Medical Center,,,,,,,,,,,74,67,,187,,,,,,,,,,476,,582,,
July 2013,Vineyard Health Center,52,0,463,6,,,,,,,,,,10,,6,,,,,8,17,,11,,,,
July 2013,Millennium Laafi Doog,7,0,38,,,1,,16,,,,,19,98,,,,,18,,,13,,223,,336,15,
July 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,5,,19,,
July 2013,Asikiri CHPS,,,,,,5,,,,2,,,,,,,,,,,,,,26,,61,14,
July 2013,Mognori Health Centre,4,0,104,,,,,,,,,,1,5,,,,1,2,,,,,52,,52,,
July 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Bawku Presby Hospital,179,1,1016,41,39,,13,,,,,,8,103,,,5,,,,,1,,301,,171,,
August 2013,Urban (bawku) Health Centre,3,0,208,,,,2,2,,,,,3,,,,9,,44,,,,,224,,511,,
August 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Quality (bawku) Medical Centre,,,,,,,,,,,,366,12,101,,,,,,,3,,,,,,,
August 2013,Gentiga CHPS,,,,,,2,,2,,,,,,,,,,,,,,,,26,,37,,
August 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Islam Matenity,28,0,130,,,,,,,,,,11,,,,,,,,,,,,,,,
August 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Case Medical Center,,,,,,,,,,,70,,335,207,,,,,,,,,,385,,349,,
August 2013,Vineyard Health Center,44,0,491,2,,,,,,,,,,,,5,3,,,,4,,,,,,,
August 2013,Millennium Laafi Doog,8,0,46,,,,,,,,,,16,116,,,25,32,,,,26,,270,32,389,,
August 2013,Urban West Health Centre (Bawku),,,1,,,,,,,,,,,,,,,,,,,,,,,,,
August 2013,Asikiri CHPS,,,,,,4,,,,2,,,,,,,,,,,,,,,,5,,
August 2013,Mognori Health Centre,5,0,76,,,1,,,,,,,14,15,,,,,,,,,,45,,19,,
August 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Bawku Presby Hospital,207,0,1100,35,32,,22,,,1,,,13,123,,,3,,,,,,,168,,173,,
September 2013,Urban (bawku) Health Centre,7,0,214,,,1,,4,,1,,,7,1,,,10,,30,,,1,,243,,993,11,
September 2013,Kuka CHPS,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
September 2013,Quality (bawku) Medical Centre,,,,,,,,,,,,364,11,53,,,5,,,,,,,,,,,
September 2013,Gentiga CHPS,,,,,,2,,3,,,,,,,,,,,2,,,,,9,,28,,
September 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Islam Matenity,28,0,216,,,,,,,,,,,60,,,,,,,,,,,,,,
September 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Case Medical Center,,,,,,,,,,,40,,309,,,,,,,,,,,396,,719,,
September 2013,Vineyard Health Center,69,0,598,6,,,,,,1,,,,10,,5,12,,,,6,6,,,,,8,
September 2013,Millennium Laafi Doog,4,0,52,,,1,,10,,,,,37,79,,,17,23,11,,,4,,95,9,111,,
September 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2013,Asikiri CHPS,,,,,,1,,,,1,,,,,,,,,,,,,,2,,2,,
September 2013,Mognori Health Centre,6,0,95,,,,,,,,,,,14,,,,,,,,,,25,,32,,
September 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Bawku Presby Hospital,245,1,1114,54,52,,8,,,,,,10,227,,,1,,,,,1,,487,,277,,
October 2013,Urban (bawku) Health Centre,7,0,327,,,2,,2,,,,,6,1,,1,16,,23,,,2,,194,,813,,
October 2013,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Quality (bawku) Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Gentiga CHPS,,,,,,,,,,1,,,,,,,,,1,,,,,8,,62,,
October 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Islam Matenity,25,0,166,,,2,,,,,,,,,,,,,,,,,,,,,,
October 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Vineyard Health Center,73,0,458,4,,3,,,,,,,,11,,4,22,,,,,18,,,,,,
October 2013,Millennium Laafi Doog,5,0,32,,,2,,10,,,,,,,,,,,,,,,,,,,,
October 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2013,Asikiri CHPS,,,,,,5,,,,1,,,,,,,,,,,,,,,,,,
October 2013,Mognori Health Centre,8,0,87,,,,,,,,,,36,25,,,,,,,,4,,127,,303,,
October 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Bawku Presby Hospital,248,0,981,50,54,,16,,,,,,60,525,,,77,,,,,3,,506,,281,,
November 2013,Urban (bawku) Health Centre,10,0,402,,,,,3,,2,,,4,,,,12,,20,,,,,158,,703,,
November 2013,Kuka CHPS,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
November 2013,Quality (bawku) Medical Centre,,,,,,,,,,,,,3,,,,,,,,,6,,,,,,
November 2013,Gentiga CHPS,,,,,,,,,,1,,,,,,,,,,,,1,,7,,14,,
November 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Islam Matenity,28,0,140,,,1,,,,,,,,,,,,,,,,,,,,,,
November 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Case Medical Center,,,,,,,,,,,197,509,,209,,,,,,,,,,397,,625,,
November 2013,Vineyard Health Center,58,0,366,5,,,,,,,,,,18,,13,14,,,,3,8,,,,,,
November 2013,Millennium Laafi Doog,,,,,,,,,,,78,,24,35,,,11,,7,,1,,,34,,448,13,
November 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2013,Asikiri CHPS,,,,,,6,,,,,,,,,,,,,,,,,,1,,5,,
November 2013,Mognori Health Centre,12,0,87,,,,,1,,,,,1,17,,,,,,,,,,30,,192,,
November 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Bawku Presby Hospital,196,0,979,36,32,,12,,,,,,7,147,,,15,,,,,4,,199,,197,,
December 2013,Urban (bawku) Health Centre,5,0,387,,,,,,,,,,,,,,8,,13,,,,,147,,454,,
December 2013,Kuka CHPS,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,
December 2013,Quality (bawku) Medical Centre,,,,,,,,,,,,31,7,36,,1,3,,,,,,,2,,128,,
December 2013,Gentiga CHPS,,,,,,,,,,,,,,,,,,,2,,,,,7,,15,,
December 2013,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Islam Matenity,15,0,201,,,,,,,,,,,55,,,,,,,,,,,,,,
December 2013,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Case Medical Center,,,,,,,,,,,152,54,,176,,,,31,,,,,,212,,374,,
December 2013,Vineyard Health Center,60,0,307,5,,,,,,,,,,15,9,8,10,,11,,4,9,,,,,,
December 2013,Millennium Laafi Doog,,,,,,,,,,,59,,11,,,,3,,,,,,,31,,778,,
December 2013,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2013,Asikiri CHPS,,,,,,5,,,,1,,,,,,,,,,,,,,,,4,2,
December 2013,Mognori Health Centre,5,0,126,,1,1,,1,,,,,,4,,,,,,,,,,63,,113,,
December 2013,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Bawku Presby Hospital,193,1,1264,28,34,,3,1,,,,,45,319,,,27,,2,,1,,,173,,439,,
January 2014,Urban (bawku) Health Centre,13,0,494,,,,,2,,,,,,,,,13,,29,,,,,278,,570,,
January 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Quality (bawku) Medical Centre,26,0,267,1,,,,,,,,74,20,66,,,16,,,,,,,22,,245,,
January 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
January 2014,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Islam Matenity,29,0,226,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Case Medical Center,,,,,,,,,,,88,523,,220,,,,,113,,,,,335,,401,,
January 2014,Vineyard Health Center,67,0,330,3,,2,,,,,,,,5,5,,8,,3,,3,,,,,,,
January 2014,Millennium Laafi Doog,,,,,,,,,,,,,25,,,,,,,,,,,,,739,,
January 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2014,Asikiri CHPS,,,,,,7,,,,1,,,,,,,,,,,,,,3,,3,2,
January 2014,Mognori Health Centre,9,0,111,,,1,,1,,,16,,,16,,,,,,,,,,87,,64,,
January 2014,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Bawku Presby Hospital,193,0,1128,29,33,,1,,,,,,30,236,,,21,,,,,,,196,,298,,
February 2014,Urban (bawku) Health Centre,4,0,317,,,,,1,,,,,,,,,10,,41,,,,,169,,584,,
February 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Quality (bawku) Medical Centre,25,0,224,1,,,,,,,,,9,62,,,2,,1,,,,,25,,338,,
February 2014,Gentiga CHPS,,,,,,,,,,1,,,,,,,,,2,,,,,22,,24,,
February 2014,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Islam Matenity,26,0,221,,,,,,,,,,,36,,,,,,,,,,,,,,
February 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Case Medical Center,,,,,,,,,,,56,159,,214,,,,,,,,,,96,,,,
February 2014,Vineyard Health Center,52,0,304,2,,,,1,,,,,,11,,,7,,11,,4,,,,,,5,
February 2014,Millennium Laafi Doog,,,,,,,,,,,,,11,8,,,,,,,,,,18,,110,,
February 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2014,Asikiri CHPS,,,,,,4,,,,1,,,,,,,,,,,,,,3,,3,1,
February 2014,Mognori Health Centre,13,0,130,,,,,1,,,,,2,17,,,1,,,,,,,99,,154,,
February 2014,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Bawku Presby Hospital,238,0,1126,44,38,1,18,,,1,,,6,70,,,7,,,1,,,,102,,127,,
March 2014,Urban (bawku) Health Centre,9,0,367,,,,,2,,,,,4,,,,5,,25,,,,,141,,606,,
March 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Quality (bawku) Medical Centre,29,0,262,1,,3,,,,,,,9,36,,,6,,1,,,,,19,,419,,
March 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Islam Matenity,23,0,,,,,,,,,,,,47,,,,,,,,,,,,,,
March 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2014,Case Medical Center,,,,,,,,,,,75,234,,230,,,,,9,,,,,91,,437,,
March 2014,Vineyard Health Center,50,0,373,1,,,,,,1,,,85,87,3,,9,,7,,4,,,48,,112,17,
March 2014,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,3,,,27,,592,,
March 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,1,,,,,,,,,,,,,,,,
March 2014,Asikiri CHPS,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,
March 2014,Mognori Health Centre,25,0,165,,,,,1,,,,,2,26,,,1,,,,,,,54,,72,1,
March 2014,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Bawku Presby Hospital,231,0,1386,43,24,,21,,,,,,10,105,,,4,,,,,,,108,,122,,
April 2014,Urban (bawku) Health Centre,12,0,327,,,,,,,,,,2,,,,14,,22,,1,,,178,,461,,
April 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Quality (bawku) Medical Centre,26,0,309,,,1,,1,,,,,35,109,,,,,,,,,,,,,,
April 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Islam Matenity,27,0,160,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2014,Case Medical Center,,,,,,,,,,,13,76,,173,,,,17,32,,,,,139,,293,,
April 2014,Vineyard Health Center,55,0,394,1,,,,,,,,,16,17,8,,7,,10,,3,,,15,,17,,
April 2014,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,1,,,26,,484,,
April 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,1,,
April 2014,Asikiri CHPS,,,,,,8,,,,,,,,,,,,,,,,,,2,,7,4,
April 2014,Mognori Health Centre,20,0,197,,,,,3,,1,,,13,,,,,,,,,,,93,,154,3,
April 2014,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2014,Bawku Presby Hospital,276,1,1128,41,55,,12,,,,,,8,98,,,4,,,,,,,130,,131,,
May 2014,Urban (bawku) Health Centre,9,0,377,,,1,,1,,,,,5,,,,14,,40,,,,,246,,436,,
May 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2014,Quality (bawku) Medical Centre,25,0,256,,,,,,,,,,19,107,,,,,,,1,,,,,,,
May 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,1,,,,,19,,21,,
May 2014,Bugre Corner Health Center,,,,,,,,,,,5,,14,32,,,2,3,8,,,,,,,57,,
May 2014,Islam Matenity,37,0,176,,,,,,,,,,,35,,,,,,,,,,,,,,
